,name,categories,type,unit,database,"wind turbine construction,
2MW, onshore | wind turbine,
2MW, onshore | GLO |
ecoinvent3.8 cut-off"
280,Metaldehyde,"('soil', 'agricultural')",emission,kilogram,biosphere3,5.822191250984506e-06
281,Metamitron,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.819359032610761e-06
282,"Metamorphous rock, graphite containing, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,4.572046287526672
283,Metam-sodium,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.014534848149247475
284,Metazachlor,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.2283426768187623e-06
285,Metconazole,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.519061836475553e-07
286,"Methane, bromo-, Halon 1001","('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.17219530792382e-18
287,"Methane, bromotrifluoro-, Halon 1301","('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.1288471505510768e-09
288,"Methane, chlorodifluoro-, HCFC-22","('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.0006881473747982504
289,"Methane, dichloro-, HCC-30","('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.00018302037300919286
290,"Methane, dichlorodifluoro-, CFC-12","('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.00029539420492791344
291,"Methane, dichlorofluoro-, HCFC-21","('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.6369698768737892e-06
292,"Methane, fossil","('air', 'urban air close to ground')",emission,kilogram,biosphere3,633.4696336173768
293,"Methane, non-fossil","('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.493446116636375
294,"Methane, tetrachloro-, R-10","('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.008484943402024608
295,"Methane, tetrafluoro-, R-14","('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.202946056001101e-05
296,"Methane, trichlorofluoro-, CFC-11","('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.8059001476902825e-06
297,"Methane, trifluoro-, HFC-23","('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.0005208540637388205
298,Methanesulfonic acid,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.4916936140145965e-06
299,Methanol,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.15371374525584322
300,Methomyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.1098922742970956e-13
301,Methyl acetate,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,8.464536889260604e-07
302,Methyl acrylate,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.004615390668175169
303,Methyl amine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.2980880316536443e-06
304,Methyl borate,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.584577234662727e-05
305,Methyl ethyl ketone,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,2.2547255322988096
306,Methyl formate,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,8.976842942352428e-06
307,Methyl lactate,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.6744233694181216e-06
308,Metiram,"('soil', 'agricultural')",emission,kilogram,biosphere3,6.062307679730315e-05
309,Metolachlor,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.00028392159299887583
310,Metosulam,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.709863395648564e-10
311,Metribuzin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.00022306046176410053
312,Metsulfuron-methyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,5.813030088209813e-06
313,Molinate,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.771379663246998e-06
314,Molybdenum,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.0047116859232256576
315,Monocrotophos,"('soil', 'agricultural')",emission,kilogram,biosphere3,5.812158437081552e-05
316,Monoethanolamine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.5709342550675732
317,m-Xylene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.02354970781984961
318,Napropamide,"('soil', 'agricultural')",emission,kilogram,biosphere3,7.413851244158327e-06
319,Nickel,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.1401729768217304
320,"Nickel, ion","('water', 'ground-')",emission,kilogram,biosphere3,0.1377438660350151
321,Nicosulfuron,"('soil', 'agricultural')",emission,kilogram,biosphere3,7.31899626128078e-07
322,Nitrate,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.3569371242371195e-05
323,Nitrite,"('water', 'ground-')",emission,kilogram,biosphere3,0.03247597223485713
324,Nitrobenzene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.002573642642299996
325,Nitrogen fluoride,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.8699607313828224e-11
326,Nitrogen oxides,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,451.96135734255506
327,"Nitrogen, organic bound","('water', 'ground-')",emission,kilogram,biosphere3,0.975247067474815
328,"NMVOC, non-methane volatile organic compounds, unspecified origin","('air', 'urban air close to ground')",emission,kilogram,biosphere3,151.69921011231463
329,"Occupation, annual crop","('natural resource', 'land')",natural resource,square meter-year,biosphere3,37.64202618317206
330,"Occupation, annual crop, irrigated","('natural resource', 'land')",natural resource,square meter-year,biosphere3,5.824091528978154
331,"Occupation, annual crop, irrigated, intensive","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.05313115408152093
332,"Occupation, annual crop, non-irrigated","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.3301938802063765
333,"Occupation, annual crop, non-irrigated, extensive","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.542072422783391
334,"Occupation, annual crop, non-irrigated, intensive","('natural resource', 'land')",natural resource,square meter-year,biosphere3,538.2672018988795
335,"Occupation, arable land, unspecified use","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.010351776784630262
336,"Occupation, construction site","('natural resource', 'land')",natural resource,square meter-year,biosphere3,206.39346072249378
337,"Occupation, dump site","('natural resource', 'land')",natural resource,square meter-year,biosphere3,9455.846585454532
338,"Occupation, forest, extensive","('natural resource', 'land')",natural resource,square meter-year,biosphere3,813.6543948328963
339,"Occupation, forest, intensive","('natural resource', 'land')",natural resource,square meter-year,biosphere3,31061.33641189142
340,"Occupation, grassland, natural (non-use)","('natural resource', 'land')",natural resource,square meter-year,biosphere3,112.03224592923799
341,"Occupation, grassland, natural, for livestock grazing","('natural resource', 'land')",natural resource,square meter-year,biosphere3,8.326840949628037e-06
342,"Occupation, industrial area","('natural resource', 'land')",natural resource,square meter-year,biosphere3,7157.017883421727
343,"Occupation, inland waterbody, unspecified","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.09890339334123889
344,"Occupation, lake, artificial","('natural resource', 'land')",natural resource,square meter-year,biosphere3,4135.6935370358
345,"Occupation, mineral extraction site","('natural resource', 'land')",natural resource,square meter-year,biosphere3,6098.631293660412
346,"Occupation, pasture, man made","('natural resource', 'land')",natural resource,square meter-year,biosphere3,1.5166691524760721e-05
347,"Occupation, pasture, man made, extensive","('natural resource', 'land')",natural resource,square meter-year,biosphere3,1.6994859528971486e-05
348,"Occupation, pasture, man made, intensive","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.04601980328079046
349,"Occupation, permanent crop","('natural resource', 'land')",natural resource,square meter-year,biosphere3,6.481246387377653
350,"Occupation, permanent crop, irrigated","('natural resource', 'land')",natural resource,square meter-year,biosphere3,2.1200513209123506
351,"Occupation, permanent crop, irrigated, intensive","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.07800851293813163
352,"Occupation, permanent crop, non-irrigated","('natural resource', 'land')",natural resource,square meter-year,biosphere3,241.19578449137836
353,"Occupation, river, artificial","('natural resource', 'land')",natural resource,square meter-year,biosphere3,1021.7184837717322
354,"Occupation, seabed, drilling and mining","('natural resource', 'land')",natural resource,square meter-year,biosphere3,16.69166450984504
355,"Occupation, seabed, infrastructure","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.17033459664139403
356,"Occupation, shrub land, sclerophyllous","('natural resource', 'land')",natural resource,square meter-year,biosphere3,448.81668146934214
357,"Occupation, traffic area, rail network","('natural resource', 'land')",natural resource,square meter-year,biosphere3,421.7074515568173
358,"Occupation, traffic area, rail/road embankment","('natural resource', 'land')",natural resource,square meter-year,biosphere3,12414.453159638522
359,"Occupation, traffic area, road network","('natural resource', 'land')",natural resource,square meter-year,biosphere3,56688.46987243216
360,"Occupation, unspecified","('natural resource', 'land')",natural resource,square meter-year,biosphere3,108.28380724073602
361,"Occupation, unspecified, natural (non-use)","('natural resource', 'land')",natural resource,square meter-year,biosphere3,57.31706427775009
362,"Occupation, urban, discontinuously built","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.35919599921777506
363,"Occupation, urban/industrial fallow (non-use)","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.06559088162597962
364,"Oil, crude, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,109460.45478211588
365,"Olivine, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.1228049156369266
366,o-Nitrotoluene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.1566997569736425e-06
367,Orbencarb,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0003213950587240593
368,Oxamyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,7.455488678833079e-05
369,Oxydemeton-methyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.5686781525062515e-07
370,Oxyfluorfen,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.3486569606615042e-06
371,o-Xylene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,9.261844875897643e-05
372,Ozone,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.26365277981436e-06
373,"PAH, polycyclic aromatic hydrocarbons","('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.7142021131307693
374,Paraquat,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.005812978919463877
375,Parathion,"('soil', 'agricultural')",emission,kilogram,biosphere3,8.004583424130186e-07
376,"Particulates, < 2.5 um","('air', 'urban air close to ground')",emission,kilogram,biosphere3,137.29311715634773
377,"Particulates, > 10 um","('air', 'urban air close to ground')",emission,kilogram,biosphere3,126.34609507876733
378,"Particulates, > 2.5 um, and < 10um","('air', 'urban air close to ground')",emission,kilogram,biosphere3,110.80574740645754
379,"Peat, in ground","('natural resource', 'biotic')",natural resource,kilogram,biosphere3,240.98030630435866
380,Pendimethalin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.00019391182949980414
381,Pentane,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.3763795573037223
382,"Perlite, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.037762635447412866
383,Permethrin,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.8800448389902545e-06
384,Phenmedipham,"('soil', 'agricultural')",emission,kilogram,biosphere3,3.37150352967131e-07
385,Phenol,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,11.662012151168039
386,"Phenol, 2,4-dichloro","('air', 'urban air close to ground')",emission,kilogram,biosphere3,4.179510763705165e-06
387,"Phenol, pentachloro-","('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.8602491425505083e-06
388,Phorate,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0001474980697728924
389,Phosmet,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.624173386898046e-05
390,Phosphate,"('water', 'ground-')",emission,kilogram,biosphere3,144.2727992505513
391,Phosphine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.5598841955693124e-06
392,Phosphoric acid,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.3826066042657644e-11
393,Phosphorus,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.10299759675828782
394,Phosphorus trichloride,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.431434638075153e-06
395,Picloram,"('soil', 'agricultural')",emission,kilogram,biosphere3,3.0773762622651946e-10
396,Picoxystrobin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.002107285813244505
397,Piperonyl butoxide,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.83943137197327e-07
398,Pirimicarb,"('soil', 'agricultural')",emission,kilogram,biosphere3,9.341217101216893e-07
399,Platinum,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.2210223963179127e-11
400,Polonium-210,"('air', 'urban air close to ground')",emission,kilo Becquerel,biosphere3,65.4851054673055
401,Polychlorinated biphenyls,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.00023448345620247446
402,Potassium,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.240255354068434
403,"Potassium, ion","('water', 'ground-')",emission,kilogram,biosphere3,10.962148573142635
404,Potassium-40,"('air', 'urban air close to ground')",emission,kilo Becquerel,biosphere3,9.983864830807258
405,Primisulfuron,"('soil', 'agricultural')",emission,kilogram,biosphere3,3.561659193866772e-08
406,Prochloraz,"('soil', 'agricultural')",emission,kilogram,biosphere3,6.073978525132868e-07
407,Procymidone,"('soil', 'agricultural')",emission,kilogram,biosphere3,8.315868277031099e-08
408,Profenofos,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0001857277417704601
409,Prohexadione-calcium,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.8542746293178176e-10
410,Propamocarb HCl,"('soil', 'agricultural')",emission,kilogram,biosphere3,7.082094371164485e-07
411,Propanal,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.225136548220457e-05
412,Propane,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.1199431954762642
413,Propanil,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.2357822930599047e-05
414,Propanol,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,2.206049820198624e-05
415,Propargite,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.7309435028597154e-05
416,Propene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.111113568278249
417,Propiconazole,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.0003815245441305e-07
418,Propionic acid,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.004155440996765595
419,Propoxycarbazone-sodium (prop),"('soil', 'agricultural')",emission,kilogram,biosphere3,1.0280100035867133e-09
420,Propylamine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,8.357606961410442e-07
421,Propylene oxide,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.007652875123383046
422,Prosulfuron,"('soil', 'agricultural')",emission,kilogram,biosphere3,6.7910584261953416e-09
423,Prothioconazol,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.002516281499808689
